Id,SalePrice
1461,129641.65568928777
1462,149076.5735221541
1463,166544.93179318908
1464,181778.80348674787
1465,220014.1960283125
1466,169179.91375628064
1467,167734.83518887375
1468,175844.74940426086
1469,187736.7506633558
1470,116499.72085851118
1471,193898.98036996738
1472,92978.16560704622
1473,105245.61886709502
1474,163218.9969153978
1475,149475.7463105526
1476,375254.86144035764
1477,281047.1745718053
1478,322022.4859014918
1479,292471.62841056974
1480,245953.57318474413
1481,281177.2194200502
1482,221294.34633931084
1483,173950.27568772514
1484,180223.7021248727
1485,167752.9190877376
1486,202332.2284335847
1487,412423.95356842777
1488,259792.7043854314
1489,203000.90215031724
1490,195264.49601123287
1491,191749.78124470473
1492,145686.45694798665
1493,184342.70983436826
1494,283683.01320572576
1495,255020.0266666964
1496,226817.6377029988
1497,199863.05483398534
1498,149691.1113446271
1499,149691.1113446271
1500,108807.22776113862
1501,170669.53351587185
1502,148585.368711583
1503,262554.9736573333
1504,235140.00807877083
1505,223250.6924813448
1506,201168.77914921136
1507,231826.39605774658
1508,184222.46210702803
1509,166292.65968018997
1510,144823.5080480564
1511,147355.67593060865
1512,160702.45161928041
1513,162844.3831107312
1514,128483.00471275106
1515,162885.00606997678
1516,158821.5685372216
1517,151379.31899171715
1518,151129.69483818635
1519,241527.8505033922
1520,141637.21009837696
1521,141904.2149946236
1522,184816.28610630042
1523,109295.86820183984
1524,124433.68297112464
1525,122242.00839822061
1526,125663.02465921527
1527,118212.04515529447
1528,115934.02461449601
1529,140589.7003847954
1530,166039.26085924846
1531,116487.57520855122
1532,106526.25377427308
1533,160502.6918556867
1534,117890.65063506133
1535,153771.3464771225
1536,124442.41730321015
1537,99175.45090689845
1538,197374.8767526728
1539,176054.97697968406
1540,121370.70606894011
1541,177820.0929053628
1542,134695.40785981843
1543,240058.45010416847
1544,84593.0659711355
1545,77371.77163716622
1546,121764.02598464853
1547,131218.62266844005
1548,145047.19971987212
1549,110910.69258301966
1550,123763.43466905609
1551,107121.35823902796
1552,130570.9611022332
1553,88155.48893748876
1554,105789.25459316905
1555,153206.8585156387
1556,108905.33963012652
1557,108530.17823047358
1558,89546.03516656611
1559,124839.04080444475
1560,108042.90208072064
1561,143327.9995839599
1562,123888.05015335724
1563,121249.05426437527
1564,188604.32934154238
1565,171813.4243538933
1566,160971.7415293143
1567,78002.31789537115
1568,193710.343924369
1569,133823.15151075335
1570,127250.48565882289
1571,140180.49569975524
1572,138227.50186318142
1573,234519.80740125518
1574,151659.8425991193
1575,186515.20323496894
1576,198444.9908580323
1577,195445.10573724526
1578,139928.62671238108
1579,139623.31683316646
1580,199803.86208686925
1581,135373.55260503085
1582,133735.13047194981
1583,324766.0770489031
1584,246048.62999370426
1585,140822.8596425776
1586,77313.57738491488
1587,94302.73801271191
1588,128191.96534877019
1589,101705.48343951268
1590,148541.5207624961
1591,97585.65044896484
1592,124291.05834126467
1593,114966.89292154569
1594,175676.61976114666
1595,132597.534044995
1596,285189.3226466451
1597,154374.16832718425
1598,180211.44197797927
1599,212178.23716926645
1600,205425.10920097784
1601,65294.261777649735
1602,123536.76469971972
1603,83671.76580218974
1604,236641.28408096416
1605,269285.1946832238
1606,168485.00888009186
1607,156749.4438139224
1608,211807.2628469701
1609,204326.72357100077
1610,165414.69668096874
1611,153654.49165362446
1612,200388.41640838174
1613,193580.4532301889
1614,127497.05780198415
1615,78349.78121899792
1616,78349.78121899792
1617,80372.734268209
1618,123769.26457030555
1619,133800.94946398985
1620,170457.45468927585
1621,123497.54185274335
1622,136810.33436284115
1623,250916.22909702657
1624,203960.51378756322
1625,124136.64077174051
1626,190761.56683132862
1627,182306.3245523878
1628,240152.60535448865
1629,158872.3139261028
1630,278700.5127238523
1631,240766.2240606695
1632,260876.3293070352
1633,165335.85463682606
1634,183422.94861712132
1635,176359.42343536817
1636,167734.83518887375
1637,176679.6992750842
1638,229313.7404971602
1639,186763.4609362163
1640,235303.8601634329
1641,204739.35265408043
1642,240012.62768162243
1643,248123.82733340372
1644,251725.12462364175
1645,182627.59583229947
1646,161278.64059046956
1647,161847.58031879028
1648,150498.13041350507
1649,129593.32832261389
1650,108373.2924002504
1651,108373.2924002504
1652,93306.51280137183
1653,100159.29253038668
1654,166388.447110494
1655,163924.90368019362
1656,166843.63898710904
1657,170013.08918220524
1658,166843.63898710904
1659,149771.9632995467
1660,119350.72518572556
1661,430946.1373301505
1662,450669.68166783353
1663,253109.78173295408
1664,390297.00612251845
1665,374967.82126262353
1666,184957.26050790463
1667,332733.22212094406
1668,363834.1618943664
1669,298932.77443605795
1670,397745.18767073186
1671,281298.71014123614
1672,240812.5106995119
1673,312782.0326208208
1674,255532.217440285
1675,180239.64837759724
1676,189233.64674453592
1677,200470.82268467703
1678,223192.81135538552
1679,320827.28968776594
1680,381470.24111436517
1681,338086.8485856499
1682,292842.6964595645
1683,194389.33814909047
1684,173153.65070177257
1685,176063.63210358744
1686,174108.2689706004
1687,167752.9190877376
1688,194991.88303661742
1689,192791.6569184771
1690,173653.9154282059
1691,178265.09126329885
1692,225866.7196822826
1693,167752.9190877376
1694,177220.0918669224
1695,176538.76731687842
1696,247098.09470822182
1697,176538.76731687842
1698,429150.8307000025
1699,320721.40578480816
1700,232138.82142869543
1701,244605.5302672976
1702,220247.3148998234
1703,260586.32405622632
1704,294692.69746145786
1705,223654.83454582866
1706,425076.79189306084
1707,216045.54742437566
1708,196687.33273915134
1709,321655.9613156893
1710,254266.95441222147
1711,250112.25470726017
1712,236263.91066364147
1713,232067.19058731626
1714,232324.56828693242
1715,193654.6282875397
1716,193225.38571740955
1717,181222.5342968969
1718,116008.72304360052
1719,194927.02621289607
1720,279572.36198089266
1721,184194.91884118912
1722,123720.39116581289
1723,162091.5960192558
1724,201225.34502982054
1725,241368.15437915176
1726,203185.527303493
1727,175124.94428031443
1728,171917.7638020894
1729,162966.35211979473
1730,138863.5866064486
1731,125529.78796679394
1732,130183.79322269172
1733,125614.2623207718
1734,134003.25319822662
1735,124929.62190630127
1736,125583.71953602537
1737,321580.4901714797
1738,207863.61621795708
1739,321520.2119147892
1740,208766.68778466023
1741,182116.5271006812
1742,170669.53351587185
1743,173542.16532675189
1744,247787.82684183007
1745,282301.40936952666
1746,292343.3844439198
1747,191980.0608531063
1748,211294.64911491642
1749,161124.03216025227
1750,148774.96705391572
1751,238244.3353390144
1752,121249.05426437527
1753,163633.88876762346
1754,218287.8474625353
1755,165420.94012704535
1756,109916.74246342787
1757,121158.15854879293
1758,143902.57036184016
1759,164519.90694111912
1760,165694.76779163495
1761,152796.53870139996
1762,150183.52870963168
1763,182832.56911628414
1764,122242.00839822061
1765,196417.65821226063
1766,167153.11661343017
1767,175960.80437241562
1768,138476.33273304414
1769,184084.51607462415
1770,130131.94316889129
1771,139686.78358906452
1772,143073.8190173563
1773,130378.27805819968
1774,147651.72372203544
1775,130796.52786530463
1776,133134.97919659238
1777,112213.93954187623
1778,125791.32184058374
1779,120742.9059077735
1780,164066.4571756937
1781,138279.3442103106
1782,89896.42010588195
1783,140668.06952411018
1784,67620.45216433561
1785,122197.1700840731
1786,142245.02004588503
1787,170074.27663601784
1788,61782.215091066835
1789,122513.22005607122
1790,83396.73824527397
1791,228733.060687443
1792,157907.72486465605
1793,143540.44282038134
1794,129963.26102824764
1795,146053.11388790378
1796,92282.69023463097
1797,140658.57059762505
1798,126903.90615750935
1799,111863.38727090578
1800,123574.80345511968
1801,130910.36659034087
1802,162310.95565385357
1803,159022.75901886102
1804,142755.9838748684
1805,133945.76501693844
1806,141542.93979704287
1807,142517.65479583552
1808,127649.39045076737
1809,102084.62444528441
1810,156062.5543809618
1811,107457.64101966526
1812,81287.32996672674
1813,125698.19425362845
1814,85546.35571448873
1815,75499.61703239632
1816,86752.4813492606
1817,155539.59534053222
1818,157281.32134108225
1819,107949.53290655151
1820,71083.20030607597
1821,170372.5189549294
1822,187134.03736732647
1823,93290.41695357836
1824,166475.5232182623
1825,95533.15791244485
1826,101525.49480498952
1827,111007.07793053502
1828,138469.81993475565
1829,114995.91767275431
1830,173759.42433600183
1831,232374.86949765877
1832,157721.63135983262
1833,166584.33609099133
1834,155509.03414613495
1835,96041.92728851755
1836,134208.64864831895
1837,82021.3242616528
1838,159842.7069287701
1839,89016.1398740858
1840,170846.91246778177
1841,151265.70195437578
1842,97167.87109868033
1843,130165.72198336304
1844,107337.49207963268
1845,150578.16709433385
1846,145819.42377417532
1847,154728.13317910692
1848,59710.58614491781
1849,138624.81736676797
1850,130445.29952201176
1851,149638.81426674442
1852,145185.92593282936
1853,124773.71132501963
1854,190358.74790920457
1855,137284.36892577942
1856,242165.73860215518
1857,121831.88107575772
1858,148204.20021565887
1859,117221.55028011436
1860,153923.30360730438
1861,117221.55028011436
1862,286806.33105298434
1863,286806.33105298434
1864,286806.33105298434
1865,353384.4820165173
1866,388430.71158139734
1867,243745.12216302074
1868,229692.2133977697
1869,201161.98667906807
1870,269454.4913233285
1871,278841.7199151895
1872,171638.4979032309
1873,223641.41105979538
1874,144374.40555757517
1875,190285.70741377026
1876,201866.21731647142
1877,190416.0129971555
1878,225797.07207932454
1879,122502.67529728325
1880,136726.08856495426
1881,236529.03409636585
1882,256210.11930315162
1883,214776.77072541852
1884,241590.03862798098
1885,233663.96014021957
1886,236966.41230293308
1887,197770.03211721816
1888,256000.3558365715
1889,164018.84412868426
1890,137800.0133248215
1891,144861.68574235894
1892,108945.69281526921
1893,148678.22206450478
1894,119066.15094697614
1895,177492.0720481628
1896,127948.22338125804
1897,120223.97486261213
1898,99941.29632678562
1899,122250.9000875315
1900,137714.9689824943
1901,145219.906267622
1902,142775.8365804965
1903,218742.95756461867
1904,140359.94456240677
1905,186681.00889347255
1906,162407.33337464233
1907,200647.6272509407
1908,112976.12494318254
1909,114036.6047641371
1910,114036.6047641371
1911,194400.02144920104
1912,232604.95082138092
1913,120304.02627441823
1914,67038.99372369269
1915,234160.20584840284
1916,94958.984127188
1917,249733.80687943802
1918,125092.41675383683
1919,158810.7092545914
1920,166130.40672018682
1921,380480.5210014069
1922,349949.1602940603
1923,237981.9192115805
1924,208119.72734617788
1925,226582.433037188
1926,321004.9213063566
1927,131991.43665351317
1928,157872.31083571792
1929,116165.81839743527
1930,131850.04655224844
1931,146316.04592007957
1932,116950.7997787399
1933,169429.52450027893
1934,182854.43056145174
1935,180873.6455629905
1936,181778.80348674787
1937,157520.93511700645
1938,176714.61555003028
1939,233600.4040864552
1940,220014.1960283125
1941,179308.90895422752
1942,186926.8056207539
1943,191453.11159911074
1944,311113.2222832783
1945,326064.7434994277
1946,157872.47617354596
1947,315147.53227052453
1948,156002.23693700257
1949,229017.26957090106
1950,183831.96316051247
1951,220862.31801261537
1952,282141.08720175107
1953,161230.0079502444
1954,206462.99976042652
1955,130235.75221303482
1956,320560.08054690313
1957,190385.29152259266
1958,277583.19692262093
1959,154978.9516382333
1960,121516.01917233583
1961,135535.5846587005
1962,93306.51280137183
1963,104030.59515354295
1964,117631.62654398133
1965,163218.9969153978
1966,153629.76616098854
1967,262504.88653295743
1968,397404.76470906736
1969,359301.02466555935
1970,444916.43135138025
1971,281888.61525353725
1972,255251.0576411105
1973,270527.28438357485
1974,278499.17197484116
1975,416898.9499883979
1976,263056.22126196267
1977,388724.4528052372
1978,496144.7369101597
1979,394055.0984841209
1980,195084.41230016205
1981,267461.11726365774
1982,224914.7445528619
1983,224914.7445528619
1984,168152.57578497342
