Id,SalePrice
1461,139368.28083034098
1462,147835.6935304442
1463,153767.15424523372
1464,181006.53575343403
1465,238389.76610697544
1466,175365.59661303976
1467,168954.9355209991
1468,178188.8092489016
1469,193644.46838136713
1470,124139.69756494039
1471,197316.16522493536
1472,96650.96071150682
1473,109622.89177120019
1474,158758.6077610162
1475,167875.44764315325
1476,357733.5594535957
1477,273253.6186834559
1478,339503.06094481604
1479,219959.1757536969
1480,200433.05965294046
1481,387099.45754316763
1482,208316.54420992997
1483,178407.9344370226
1484,193116.8528883388
1485,165461.05946567163
1486,213526.36973445342
1487,388464.7107655542
1488,246186.32187021233
1489,196442.79248548075
1490,180837.4315122317
1491,183441.39401779417
1492,142953.741099397
1493,180433.32232542895
1494,287523.0758037982
1495,370862.04482493043
1496,225671.4679620175
1497,196825.19726422583
1498,152092.8320368186
1499,152092.8320368186
1500,124616.99247615992
1501,171872.03500978168
1502,148780.637486885
1503,362750.0031746808
1504,225664.00458257154
1505,229605.52200605278
1506,211804.0253144402
1507,225485.49176235838
1508,199254.11562364476
1509,167958.82070539476
1510,153740.06251377004
1511,159048.70995516056
1512,163646.0149797049
1513,178885.55640527775
1514,129077.15492647163
1515,195763.3064209465
1516,169273.42590308684
1517,143702.1916864322
1518,159817.96566017251
1519,194309.04112750114
1520,133754.50746733794
1521,150242.10707657543
1522,166308.11294597754
1523,113141.73610730976
1524,126560.99614941464
1525,120930.7807416842
1526,118375.43289579426
1527,83688.08548416293
1528,126387.53152889186
1529,148270.75594569638
1530,158658.4067328493
1531,111606.93364594455
1532,107465.30440556294
1533,151081.83306904256
1534,117082.03057948986
1535,126968.7137260874
1536,117712.51520113836
1537,56719.28871032209
1538,173322.15150973134
1539,69210.36906598684
1540,144054.06043464586
1541,172353.3893493439
1542,135569.29351025575
1543,240137.44291421087
1544,73258.37937694708
1545,95429.7261557159
1546,131434.57823562386
1547,140900.06051904362
1548,124749.46645477266
1549,135446.84776661446
1550,140643.25067185404
1551,119265.75622945078
1552,107548.18729662022
1553,130509.18120062703
1554,126671.37943395562
1555,136772.47927263743
1556,107995.17347336176
1557,123010.1112487617
1558,88734.65469404808
1559,130551.63938988013
1560,114482.3817233394
1561,187312.01728104416
1562,136705.53078726935
1563,120580.37410787086
1564,160506.64686940185
1565,146376.45574788237
1566,186068.79753913815
1567,69043.96174909372
1568,205421.93210106704
1569,131293.02594581366
1570,132802.54566093595
1571,142028.35609110512
1572,145382.6999554976
1573,234631.3985133758
1574,159885.78963018503
1575,190478.4205555258
1576,208833.0979150618
1577,195206.3113406288
1578,167397.25701258323
1579,141291.58960593515
1580,185430.52503006466
1581,140057.26227204528
1582,134317.10341464586
1583,384414.1879007666
1584,229677.86517059317
1585,143145.00631715756
1586,59170.096625755454
1587,117502.50508672849
1588,114469.03950585476
1589,113111.85565385516
1590,136530.89362809373
1591,120372.09155568386
1592,119800.19810935885
1593,116957.71318702472
1594,174678.69772474
1595,152878.74297081432
1596,300021.33001140493
1597,138381.38111818122
1598,162044.82289084178
1599,207704.22162940857
1600,206935.6690834137
1601,45215.90421928525
1602,129588.73015230404
1603,99939.10357867338
1604,255259.0640479486
1605,225635.15057765896
1606,167717.4877282348
1607,198123.06359736627
1608,218977.27869838176
1609,206888.16362320652
1610,154692.4751533751
1611,155079.72358485783
1612,167450.0651858978
1613,181638.7689231415
1614,123692.8249813843
1615,87438.16775307212
1616,87438.16775307212
1617,89493.1269843719
1618,122792.68495513726
1619,134101.41953436335
1620,187026.7031032444
1621,146783.50773584415
1622,140511.61118489562
1623,269571.8690260886
1624,190202.2172118071
1625,127743.44109059237
1626,199691.40581877265
1627,180489.19982584505
1628,263135.8842029327
1629,153885.99298352087
1630,385329.1530064296
1631,235747.29379387738
1632,273206.6898583238
1633,155997.9822859992
1634,179525.52244479535
1635,171440.94201138266
1636,168954.9355209991
1637,170644.5635228313
1638,208409.46837131307
1639,206094.84825098162
1640,252246.227368934
1641,203341.31630983742
1642,232042.45852942622
1643,221957.88874322284
1644,234185.91980903727
1645,156595.93359678288
1646,155425.02685108583
1647,158634.46377723472
1648,155105.1314779648
1649,134507.49867274569
1650,117211.40885301371
1651,115017.03923801308
1652,96650.96071150682
1653,101314.39981111801
1654,165939.89837640253
1655,160992.70378804862
1656,160030.0260012485
1657,167841.6711766929
1658,160030.0260012485
1659,166372.2938815764
1660,130456.97417828663
1661,472832.9813675917
1662,471453.45383795386
1663,406088.4283594528
1664,455340.2535683813
1665,345025.6691779795
1666,214706.1472960772
1667,360518.64936905034
1668,330077.8643962692
1669,262200.93661110004
1670,283550.40963925654
1671,283867.273731392
1672,431828.88824950764
1673,298227.66266184126
1674,245875.2791650616
1675,179958.01352361313
1676,180833.43668611936
1677,207577.42369585836
1678,433500.5018930633
1679,370920.54292580794
1680,339017.3457543978
1681,273711.5043847682
1682,274274.1822143467
1683,179444.22668504863
1684,173384.28538340578
1685,170634.92496890321
1686,167751.68984592243
1687,165461.05946567163
1688,190856.7554464814
1689,188883.17389223588
1690,181866.3239965774
1691,156032.4044455115
1692,257061.61075445867
1693,165461.05946567163
1694,176910.01589757923
1695,170293.99868569817
1696,261715.55953037975
1697,170293.99868569817
1698,372165.99781749333
1699,370842.3672196352
1700,240919.36111052168
1701,266364.8459179123
1702,278863.3912234845
1703,295654.4772642196
1704,350488.70955004694
1705,270910.819548183
1706,492181.80606907624
1707,203679.35619235234
1708,209981.26123714398
1709,276475.60682317876
1710,262206.8086674703
1711,241227.67813674975
1712,341669.30872709
1713,229836.9656638691
1714,222305.30250222297
1715,191107.70393608845
1716,191990.80164182722
1717,186720.50996784767
1718,156513.20519345472
1719,184477.3120322153
1720,245358.13253556768
1721,186505.02021610746
1722,143788.2289130634
1723,157356.6124358335
1724,173873.6570540171
1725,241791.2925368313
1726,206280.3765079236
1727,169756.4352483108
1728,181028.4780685673
1729,174226.6298275936
1730,143338.80329196545
1731,115808.59269023282
1732,135176.49896866822
1733,123399.5769406651
1734,132425.7233972292
1735,122417.03592043046
1736,122700.95436745856
1737,359136.5217984856
1738,220061.05084130348
1739,310722.5774229668
1740,234124.8127053875
1741,179210.82325189287
1742,171872.03500978168
1743,145713.91334826962
1744,263471.2251777401
1745,317294.12604364404
1746,308348.34723665536
1747,231595.60568954505
1748,207983.1548784035
1749,161700.4352574368
1750,113497.4171153723
1751,226358.2477699705
1752,122540.19111540596
1753,150382.8296125929
1754,236778.05124886343
1755,161248.31072762742
1756,112107.6952762917
1757,123654.00905787527
1758,164296.16233222652
1759,165073.75717589346
1760,155210.7223416707
1761,160401.02549043112
1762,157588.69344805382
1763,186269.26455202032
1764,121598.15441717513
1765,191448.00125161372
1766,181675.63078691656
1767,200877.13916826405
1768,127952.82316667803
1769,181602.11967331517
1770,128891.15803933259
1771,146644.99451323895
1772,157219.81681399577
1773,126186.01734966115
1774,161690.00474990695
1775,135441.2958339308
1776,133905.26698005616
1777,116732.0181668566
1778,127756.36851338971
1779,117882.46251634766
1780,162283.16049976292
1781,146618.14842453387
1782,85320.61847775917
1783,165465.790076595
1784,83792.27326933666
1785,107433.63879319746
1786,157721.3754936505
1787,166525.0535970441
1788,45996.79495631876
1789,84306.2316527912
1790,61624.33574985977
1791,224418.05212666417
1792,151301.57072179505
1793,144779.3573660718
1794,126052.57735521054
1795,144778.61128915616
1796,78243.8022799578
1797,131235.68231360897
1798,129917.3555237243
1799,99610.31940769496
1800,134466.3796533941
1801,126156.59465434805
1802,180765.1673512447
1803,166736.25024877768
1804,144328.4597896821
1805,137712.82319231975
1806,109898.55077312281
1807,123623.71105089026
1808,126412.01857507745
1809,93817.65299355674
